"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"IN023351400","LUCKNOW AMAUSI, IN","2022-02-06",,"54",,
"IN023351400","LUCKNOW AMAUSI, IN","2022-02-07",,"58",,"42"
"IN023351400","LUCKNOW AMAUSI, IN","2022-02-08",,"62",,"50"
"IN023351400","LUCKNOW AMAUSI, IN","2022-02-09",,"60","77","52"
"IN023351400","LUCKNOW AMAUSI, IN","2022-02-10",,"59","74","49"
"IN023351400","LUCKNOW AMAUSI, IN","2022-02-11",,"60",,"50"
"IN023351400","LUCKNOW AMAUSI, IN","2022-02-12",,"60","74",
"IN023351400","LUCKNOW AMAUSI, IN","2022-02-13",,"61","76","46"
"IN023351400","LUCKNOW AMAUSI, IN","2022-02-14",,"62","77","48"
"IN023351400","LUCKNOW AMAUSI, IN","2022-02-15",,"64","78","50"
"IN023351400","LUCKNOW AMAUSI, IN","2022-02-16",,"64",,"51"
"IN023351400","LUCKNOW AMAUSI, IN","2022-02-17",,"65",,"53"
"IN023351400","LUCKNOW AMAUSI, IN","2022-02-18",,"66","81","52"
"IN023351400","LUCKNOW AMAUSI, IN","2022-02-19",,"68",,
"IN023351400","LUCKNOW AMAUSI, IN","2022-02-20",,"64","83",
"IN023351400","LUCKNOW AMAUSI, IN","2022-02-21",,"64",,"52"
"IN023351400","LUCKNOW AMAUSI, IN","2022-02-22",,"67",,"51"
"IN023351400","LUCKNOW AMAUSI, IN","2022-02-23",,"70","83","59"
"IN023351400","LUCKNOW AMAUSI, IN","2022-02-24",,"71",,"61"
"IN023351400","LUCKNOW AMAUSI, IN","2022-02-25","0.00","70","84","59"
"IN023351400","LUCKNOW AMAUSI, IN","2022-02-26",,"70","84","60"
"IN023351400","LUCKNOW AMAUSI, IN","2022-02-27",,"70",,"60"
"IN023351400","LUCKNOW AMAUSI, IN","2022-02-28",,"66","83",
"IN023351400","LUCKNOW AMAUSI, IN","2022-03-01",,"67",,"54"
"IN023351400","LUCKNOW AMAUSI, IN","2022-03-02",,"69",,"53"
"IN023351400","LUCKNOW AMAUSI, IN","2022-03-03",,"71",,
"IN023351400","LUCKNOW AMAUSI, IN","2022-03-04",,"74",,"59"
"IN023351400","LUCKNOW AMAUSI, IN","2022-03-05",,"69","89",
"IN023351400","LUCKNOW AMAUSI, IN","2022-03-06",,"70","89","57"
"IN023351400","LUCKNOW AMAUSI, IN","2022-03-07",,"73",,"58"
"IN023351400","LUCKNOW AMAUSI, IN","2022-03-08",,"72","87","56"
"IN023351400","LUCKNOW AMAUSI, IN","2022-03-09",,"74",,"59"
"IN023351400","LUCKNOW AMAUSI, IN","2022-03-10",,"75","91",
"IN023351400","LUCKNOW AMAUSI, IN","2022-03-11",,"74","88",
"IN023351400","LUCKNOW AMAUSI, IN","2022-03-12",,"73","89","60"
"IN023351400","LUCKNOW AMAUSI, IN","2022-03-13",,"75","89","61"
"IN023351400","LUCKNOW AMAUSI, IN","2022-03-14",,"78",,"63"
"IN023351400","LUCKNOW AMAUSI, IN","2022-03-15",,"80","94","67"
"IN023351400","LUCKNOW AMAUSI, IN","2022-03-16",,"81","94",
"IN023351400","LUCKNOW AMAUSI, IN","2022-03-17",,"82","95","71"
"IN023351400","LUCKNOW AMAUSI, IN","2022-03-18",,"84","96","71"
"IN023351400","LUCKNOW AMAUSI, IN","2022-03-19",,"84","98",
"IN023351400","LUCKNOW AMAUSI, IN","2022-03-20",,"84","99",
"IN023351400","LUCKNOW AMAUSI, IN","2022-03-21",,"85",,"72"
"IN023351400","LUCKNOW AMAUSI, IN","2022-03-22",,"82","102",
"IN023351400","LUCKNOW AMAUSI, IN","2022-03-23",,"81","100","65"
"IN023351400","LUCKNOW AMAUSI, IN","2022-03-24",,"83","98","67"
"IN023351400","LUCKNOW AMAUSI, IN","2022-03-25",,"83","99","70"
"IN023351400","LUCKNOW AMAUSI, IN","2022-03-26",,"82","99",
"IN023351400","LUCKNOW AMAUSI, IN","2022-03-27",,"83",,
"IN023351400","LUCKNOW AMAUSI, IN","2022-03-28",,"84",,"67"
"IN023351400","LUCKNOW AMAUSI, IN","2022-03-29",,"85",,"67"
"IN023351400","LUCKNOW AMAUSI, IN","2022-03-30",,"86",,
"IN023351400","LUCKNOW AMAUSI, IN","2022-03-31",,"87","102","74"
"IN023351400","LUCKNOW AMAUSI, IN","2022-04-01",,"88",,
"IN023351400","LUCKNOW AMAUSI, IN","2022-04-02",,"84","103","67"
"IN023351400","LUCKNOW AMAUSI, IN","2022-04-03",,"86",,"67"
"IN023351400","LUCKNOW AMAUSI, IN","2022-04-04",,"87",,
"IN023351400","LUCKNOW AMAUSI, IN","2022-04-05",,"87","106","70"
"IN023351400","LUCKNOW AMAUSI, IN","2022-04-06",,"87","104","67"
"IN023351400","LUCKNOW AMAUSI, IN","2022-04-07",,"86","106","67"
"IN023351400","LUCKNOW AMAUSI, IN","2022-04-08",,"88",,"69"
"IN023351400","LUCKNOW AMAUSI, IN","2022-04-09",,"89","106","70"
"IN023351400","LUCKNOW AMAUSI, IN","2022-04-10",,"87","106","75"
"IN023351400","LUCKNOW AMAUSI, IN","2022-04-11",,"89",,"75"
"IN023351400","LUCKNOW AMAUSI, IN","2022-04-12",,"88","106","77"
"IN023351400","LUCKNOW AMAUSI, IN","2022-04-13",,"89","104",
"IN023351400","LUCKNOW AMAUSI, IN","2022-04-14",,"89",,"75"
"IN023351400","LUCKNOW AMAUSI, IN","2022-04-15",,"92","106","77"
"IN023351400","LUCKNOW AMAUSI, IN","2022-04-16","0.00","92","106",
"IN023351400","LUCKNOW AMAUSI, IN","2022-04-17",,"90","108","72"
"IN023351400","LUCKNOW AMAUSI, IN","2022-04-18",,"92","110","72"
"IN023351400","LUCKNOW AMAUSI, IN","2022-04-19",,"91","110","76"
"IN023351400","LUCKNOW AMAUSI, IN","2022-04-20",,"93","108","78"
"IN023351400","LUCKNOW AMAUSI, IN","2022-04-21",,"89","108",
"IN023351400","LUCKNOW AMAUSI, IN","2022-04-22",,"89","103","76"
"IN023351400","LUCKNOW AMAUSI, IN","2022-04-23",,"90","106",
"IN023351400","LUCKNOW AMAUSI, IN","2022-04-24",,"90",,
"IN023351400","LUCKNOW AMAUSI, IN","2022-04-25",,"92","108",
"IN023351400","LUCKNOW AMAUSI, IN","2022-04-26",,"91","108","78"
"IN023351400","LUCKNOW AMAUSI, IN","2022-04-27",,"91","109",
"IN023351400","LUCKNOW AMAUSI, IN","2022-04-28",,"92","111","75"
"IN023351400","LUCKNOW AMAUSI, IN","2022-04-29",,"94","113",
"IN023351400","LUCKNOW AMAUSI, IN","2022-04-30",,"91","113","78"
"IN023351400","LUCKNOW AMAUSI, IN","2022-05-01",,"87","113",
"IN023351400","LUCKNOW AMAUSI, IN","2022-05-02",,"88","100","80"
"IN023351400","LUCKNOW AMAUSI, IN","2022-05-03",,"88","100","79"
"IN023351400","LUCKNOW AMAUSI, IN","2022-05-04",,"87","101",
"IN023351400","LUCKNOW AMAUSI, IN","2022-05-05","0.59","84","101","68"
"IN023351400","LUCKNOW AMAUSI, IN","2022-05-06","0.00","88","100","77"
"IN023351400","LUCKNOW AMAUSI, IN","2022-05-07",,"89","100",
"IN023351400","LUCKNOW AMAUSI, IN","2022-05-08",,"88","99",
"IN023351400","LUCKNOW AMAUSI, IN","2022-05-09",,"90","100",
"IN023351400","LUCKNOW AMAUSI, IN","2022-05-10",,"91","102","83"
"IN023351400","LUCKNOW AMAUSI, IN","2022-05-11","0.02","90","102",
"IN023351400","LUCKNOW AMAUSI, IN","2022-05-12","0.00","89","105",
"IN023351400","LUCKNOW AMAUSI, IN","2022-05-13","0.02","94","108","82"
"IN023351400","LUCKNOW AMAUSI, IN","2022-05-14","0.00","95","109",
"IN023351400","LUCKNOW AMAUSI, IN","2022-05-15",,"93","109",
"IN023351400","LUCKNOW AMAUSI, IN","2022-05-16",,"93","107",
"IN023351400","LUCKNOW AMAUSI, IN","2022-05-17",,"96","109",
"IN023351400","LUCKNOW AMAUSI, IN","2022-05-18",,"94","109","84"
"IN023351400","LUCKNOW AMAUSI, IN","2022-05-19",,"95","108","82"
"IN023351400","LUCKNOW AMAUSI, IN","2022-05-20",,"93","108",
"IN023351400","LUCKNOW AMAUSI, IN","2022-05-21","0.12","91","106","78"
"IN023351400","LUCKNOW AMAUSI, IN","2022-05-22","0.02","86","106","78"
"IN023351400","LUCKNOW AMAUSI, IN","2022-05-23","0.00","78","98",
"IN023351400","LUCKNOW AMAUSI, IN","2022-05-24","0.83","79","96","71"
"IN023351400","LUCKNOW AMAUSI, IN","2022-05-25","0.00","86","96",
"IN023351400","LUCKNOW AMAUSI, IN","2022-05-26",,"89","100",
"IN023351400","LUCKNOW AMAUSI, IN","2022-05-27",,"90","101","80"
"IN023351400","LUCKNOW AMAUSI, IN","2022-05-28","0.04","93","104","80"
"IN023351400","LUCKNOW AMAUSI, IN","2022-05-29","0.00","87","104",
"IN023351400","LUCKNOW AMAUSI, IN","2022-05-30",,"91","102",
"IN023351400","LUCKNOW AMAUSI, IN","2022-05-31",,"94","106",
"IN023351400","LUCKNOW AMAUSI, IN","2022-06-01",,"95","107",
"IN023351400","LUCKNOW AMAUSI, IN","2022-06-02",,"93","108","82"
"IN023351400","LUCKNOW AMAUSI, IN","2022-06-03",,"94","109","81"
"IN023351400","LUCKNOW AMAUSI, IN","2022-06-04",,"96","111","80"
"IN023351400","LUCKNOW AMAUSI, IN","2022-06-05",,"94",,
"IN023351400","LUCKNOW AMAUSI, IN","2022-06-06",,"95","109",
"IN023351400","LUCKNOW AMAUSI, IN","2022-06-07",,"96",,"86"
"IN023351400","LUCKNOW AMAUSI, IN","2022-06-08",,"95","109",
"IN023351400","LUCKNOW AMAUSI, IN","2022-06-09",,"97","111",
"IN023351400","LUCKNOW AMAUSI, IN","2022-06-10",,"96","111","85"
"IN023351400","LUCKNOW AMAUSI, IN","2022-06-11",,"97","110",
"IN023351400","LUCKNOW AMAUSI, IN","2022-06-12",,"96","110",
"IN023351400","LUCKNOW AMAUSI, IN","2022-06-13",,"98","110","87"
"IN023351400","LUCKNOW AMAUSI, IN","2022-06-14",,"98","110",
"IN023351400","LUCKNOW AMAUSI, IN","2022-06-15",,"97","109",
"IN023351400","LUCKNOW AMAUSI, IN","2022-06-16",,"90","108",
"IN023351400","LUCKNOW AMAUSI, IN","2022-06-17","0.00","92","104",
"IN023351400","LUCKNOW AMAUSI, IN","2022-06-18",,"91","104","84"
"IN023351400","LUCKNOW AMAUSI, IN","2022-06-19",,"90","101",
"IN023351400","LUCKNOW AMAUSI, IN","2022-06-20",,"89","100",
"IN023351400","LUCKNOW AMAUSI, IN","2022-06-21",,"85","99","80"
"IN023351400","LUCKNOW AMAUSI, IN","2022-06-22",,"91","102","80"
"IN023351400","LUCKNOW AMAUSI, IN","2022-06-23",,"90","102",
"IN023351400","LUCKNOW AMAUSI, IN","2022-06-24",,"94","104","84"
"IN023351400","LUCKNOW AMAUSI, IN","2022-06-25",,"92","104",
"IN023351400","LUCKNOW AMAUSI, IN","2022-06-26",,"93","103",
"IN023351400","LUCKNOW AMAUSI, IN","2022-06-27",,"92","103","86"
"IN023351400","LUCKNOW AMAUSI, IN","2022-06-28","0.00","89","105",
"IN023351400","LUCKNOW AMAUSI, IN","2022-06-29","0.00","83","105",
"IN023351400","LUCKNOW AMAUSI, IN","2022-06-30","1.85","79","91","76"
"IN023351400","LUCKNOW AMAUSI, IN","2022-07-01","0.31","88","96","79"
"IN023351400","LUCKNOW AMAUSI, IN","2022-07-02","0.03","86","96",
"IN023351400","LUCKNOW AMAUSI, IN","2022-07-03","0.00","88","100","81"
"IN023351400","LUCKNOW AMAUSI, IN","2022-07-04","0.16","91","100","84"
"IN023351400","LUCKNOW AMAUSI, IN","2022-07-05","0.00","92",,"85"
"IN023351400","LUCKNOW AMAUSI, IN","2022-07-06",,"93","101",
"IN023351400","LUCKNOW AMAUSI, IN","2022-07-07",,"91","101","86"
"IN023351400","LUCKNOW AMAUSI, IN","2022-07-08",,"94","103","86"
"IN023351400","LUCKNOW AMAUSI, IN","2022-07-09","0.00","89","103",
"IN023351400","LUCKNOW AMAUSI, IN","2022-07-10",,"92","102",
"IN023351400","LUCKNOW AMAUSI, IN","2022-07-11",,"93","102","86"
"IN023351400","LUCKNOW AMAUSI, IN","2022-07-12",,"92","102","86"
"IN023351400","LUCKNOW AMAUSI, IN","2022-07-13",,"93","102","86"
"IN023351400","LUCKNOW AMAUSI, IN","2022-07-14",,"92","103",
"IN023351400","LUCKNOW AMAUSI, IN","2022-07-15",,"92","103","83"
"IN023351400","LUCKNOW AMAUSI, IN","2022-07-16",,"87","102",
"IN023351400","LUCKNOW AMAUSI, IN","2022-07-17",,"92","100","85"
"IN023351400","LUCKNOW AMAUSI, IN","2022-07-18",,"92","101",
"IN023351400","LUCKNOW AMAUSI, IN","2022-07-19",,"92","101","86"
"IN023351400","LUCKNOW AMAUSI, IN","2022-07-20",,"82","101",
"IN023351400","LUCKNOW AMAUSI, IN","2022-07-21",,"81","94","77"
"IN023351400","LUCKNOW AMAUSI, IN","2022-07-22",,"83","91",
"IN023351400","LUCKNOW AMAUSI, IN","2022-07-23","0.47","86","94","79"
"IN023351400","LUCKNOW AMAUSI, IN","2022-07-24","0.08","86","94",
"IN023351400","LUCKNOW AMAUSI, IN","2022-07-25","0.02","80","94",
"IN023351400","LUCKNOW AMAUSI, IN","2022-07-26","1.06","84","92","76"
"IN023351400","LUCKNOW AMAUSI, IN","2022-07-27","0.00","83","92",
"IN023351400","LUCKNOW AMAUSI, IN","2022-07-28","0.04","82","90",
"IN023351400","LUCKNOW AMAUSI, IN","2022-07-29","0.03","83","91","80"
"IN023351400","LUCKNOW AMAUSI, IN","2022-07-30","0.43","82","91","79"
"IN023351400","LUCKNOW AMAUSI, IN","2022-07-31","0.04","85",,"80"
"IN023351400","LUCKNOW AMAUSI, IN","2022-08-01","0.08","87","95","81"
"IN023351400","LUCKNOW AMAUSI, IN","2022-08-02","0.00","85","95",
"IN023351400","LUCKNOW AMAUSI, IN","2022-08-03","0.00","83","94",
"IN023351400","LUCKNOW AMAUSI, IN","2022-08-04","0.91","85","94","78"
"IN023351400","LUCKNOW AMAUSI, IN","2022-08-05","0.24","87","95","79"
"IN023351400","LUCKNOW AMAUSI, IN","2022-08-06","0.00","87","97",
"IN023351400","LUCKNOW AMAUSI, IN","2022-08-07","0.04","83","97","78"
"IN023351400","LUCKNOW AMAUSI, IN","2022-08-08","0.59","87","95","78"
"IN023351400","LUCKNOW AMAUSI, IN","2022-08-09","0.00","89","95","82"
"IN023351400","LUCKNOW AMAUSI, IN","2022-08-10",,"87","95","82"
"IN023351400","LUCKNOW AMAUSI, IN","2022-08-11",,"86","95","82"
"IN023351400","LUCKNOW AMAUSI, IN","2022-08-12",,"85","93","80"
"IN023351400","LUCKNOW AMAUSI, IN","2022-08-13",,"88","97",
"IN023351400","LUCKNOW AMAUSI, IN","2022-08-14","0.59","86","97",
"IN023351400","LUCKNOW AMAUSI, IN","2022-08-15","0.02","83","94",
"IN023351400","LUCKNOW AMAUSI, IN","2022-08-16","0.16","84","92","78"
"IN023351400","LUCKNOW AMAUSI, IN","2022-08-17","0.00","87","95",
"IN023351400","LUCKNOW AMAUSI, IN","2022-08-18",,"86","95",
"IN023351400","LUCKNOW AMAUSI, IN","2022-08-19",,"83","96",
"IN023351400","LUCKNOW AMAUSI, IN","2022-08-20","0.47","84","96","76"
"IN023351400","LUCKNOW AMAUSI, IN","2022-08-21","0.12","86","93","81"
"IN023351400","LUCKNOW AMAUSI, IN","2022-08-22","0.00","85","94",
"IN023351400","LUCKNOW AMAUSI, IN","2022-08-23","0.20","85","94","78"
"IN023351400","LUCKNOW AMAUSI, IN","2022-08-24","0.12","82","93","78"
"IN023351400","LUCKNOW AMAUSI, IN","2022-08-25","0.04","83","90","79"
"IN023351400","LUCKNOW AMAUSI, IN","2022-08-26","0.35","84",,"80"
"IN023351400","LUCKNOW AMAUSI, IN","2022-08-27","0.00","87","97",
"IN023351400","LUCKNOW AMAUSI, IN","2022-08-28",,"83","97",
"IN023351400","LUCKNOW AMAUSI, IN","2022-08-29",,"85","94","78"
"IN023351400","LUCKNOW AMAUSI, IN","2022-08-30",,"84","94","80"
"IN023351400","LUCKNOW AMAUSI, IN","2022-08-31",,"86","96","79"
"IN023351400","LUCKNOW AMAUSI, IN","2022-09-01",,"80","94",
"IN023351400","LUCKNOW AMAUSI, IN","2022-09-02",,"83","94","77"
"IN023351400","LUCKNOW AMAUSI, IN","2022-09-03",,"85","97","79"
"IN023351400","LUCKNOW AMAUSI, IN","2022-09-04",,"87","98","79"
"IN023351400","LUCKNOW AMAUSI, IN","2022-09-05",,"87","98","80"
"IN023351400","LUCKNOW AMAUSI, IN","2022-09-06",,"88","99",
"IN023351400","LUCKNOW AMAUSI, IN","2022-09-07",,"87","99",
"IN023351400","LUCKNOW AMAUSI, IN","2022-09-08",,"87","97","78"
"IN023351400","LUCKNOW AMAUSI, IN","2022-09-09",,"86","96","80"
"IN023351400","LUCKNOW AMAUSI, IN","2022-09-10",,"87","96",
"IN023351400","LUCKNOW AMAUSI, IN","2022-09-11",,"85","96",
"IN023351400","LUCKNOW AMAUSI, IN","2022-09-12","0.00","84","96",
"IN023351400","LUCKNOW AMAUSI, IN","2022-09-13","0.00","81","92",
"IN023351400","LUCKNOW AMAUSI, IN","2022-09-14","0.35","78","87","77"
"IN023351400","LUCKNOW AMAUSI, IN","2022-09-15","1.89","79",,"77"
"IN023351400","LUCKNOW AMAUSI, IN","2022-09-16","6.30","80","85","76"
"IN023351400","LUCKNOW AMAUSI, IN","2022-09-17","0.04","81",,"78"
"IN023351400","LUCKNOW AMAUSI, IN","2022-09-18","0.00","82",,"78"
"IN023351400","LUCKNOW AMAUSI, IN","2022-09-19","0.04","85",,"78"
"IN023351400","LUCKNOW AMAUSI, IN","2022-09-20","0.00","84","93","78"
"IN023351400","LUCKNOW AMAUSI, IN","2022-09-21","0.55","83","92","78"
"IN023351400","LUCKNOW AMAUSI, IN","2022-09-22","0.02","84",,
"IN023351400","LUCKNOW AMAUSI, IN","2022-09-23","0.08","81","91",
"IN023351400","LUCKNOW AMAUSI, IN","2022-09-24","0.20","81","92","76"
"IN023351400","LUCKNOW AMAUSI, IN","2022-09-25","0.16","78","88",
"IN023351400","LUCKNOW AMAUSI, IN","2022-09-26","0.87","81",,"76"
"IN023351400","LUCKNOW AMAUSI, IN","2022-09-27","0.01","84",,
"IN023351400","LUCKNOW AMAUSI, IN","2022-09-28","0.00","84","92","76"
"IN023351400","LUCKNOW AMAUSI, IN","2022-09-29",,"85",,
"IN023351400","LUCKNOW AMAUSI, IN","2022-09-30",,"84","94",
"IN023351400","LUCKNOW AMAUSI, IN","2022-10-01",,"84","94","75"
"IN023351400","LUCKNOW AMAUSI, IN","2022-10-02",,"84","93",
"IN023351400","LUCKNOW AMAUSI, IN","2022-10-03",,"86","94","78"
"IN023351400","LUCKNOW AMAUSI, IN","2022-10-04",,"82","94","78"
"IN023351400","LUCKNOW AMAUSI, IN","2022-10-05","0.43","76","91",
"IN023351400","LUCKNOW AMAUSI, IN","2022-10-06","2.44","75","79",
"IN023351400","LUCKNOW AMAUSI, IN","2022-10-07","0.04","76",,"73"
"IN023351400","LUCKNOW AMAUSI, IN","2022-10-08","0.04","79",,"73"
"IN023351400","LUCKNOW AMAUSI, IN","2022-10-09","0.12","79",,
"IN023351400","LUCKNOW AMAUSI, IN","2022-10-10","2.56","73","91","70"
"IN023351400","LUCKNOW AMAUSI, IN","2022-10-11","2.01","76","81",
"IN023351400","LUCKNOW AMAUSI, IN","2022-10-12","0.00","79",,"72"
"IN023351400","LUCKNOW AMAUSI, IN","2022-10-13",,"80","90","73"
"IN023351400","LUCKNOW AMAUSI, IN","2022-10-14",,"78","90",
"IN023351400","LUCKNOW AMAUSI, IN","2022-10-15",,"78","90","69"
"IN023351400","LUCKNOW AMAUSI, IN","2022-10-16",,"79","89","67"
"IN023351400","LUCKNOW AMAUSI, IN","2022-10-17",,"80",,
"IN023351400","LUCKNOW AMAUSI, IN","2022-10-18",,"78",,"70"
"IN023351400","LUCKNOW AMAUSI, IN","2022-10-19",,"78","90","68"
"IN023351400","LUCKNOW AMAUSI, IN","2022-10-20",,"79",,"68"
"IN023351400","LUCKNOW AMAUSI, IN","2022-10-21",,"78","91","68"
"IN023351400","LUCKNOW AMAUSI, IN","2022-10-22",,"78","90","68"
"IN023351400","LUCKNOW AMAUSI, IN","2022-10-23",,"77","90",
"IN023351400","LUCKNOW AMAUSI, IN","2022-10-24",,"76",,"64"
"IN023351400","LUCKNOW AMAUSI, IN","2022-10-25",,"74","90",
"IN023351400","LUCKNOW AMAUSI, IN","2022-10-26",,"74","89","62"
"IN023351400","LUCKNOW AMAUSI, IN","2022-10-27",,"75","89","62"
"IN023351400","LUCKNOW AMAUSI, IN","2022-10-28",,"75","88","64"
"IN023351400","LUCKNOW AMAUSI, IN","2022-10-29",,"76","88","64"
"IN023351400","LUCKNOW AMAUSI, IN","2022-10-30",,"75","87","66"
"IN023351400","LUCKNOW AMAUSI, IN","2022-10-31",,"75","86",
"IN023351400","LUCKNOW AMAUSI, IN","2022-11-01",,"74",,"63"
"IN023351400","LUCKNOW AMAUSI, IN","2022-11-02",,"75",,"62"
"IN023351400","LUCKNOW AMAUSI, IN","2022-11-03",,"75","88","63"
"IN023351400","LUCKNOW AMAUSI, IN","2022-11-04",,"75","87","64"
"IN023351400","LUCKNOW AMAUSI, IN","2022-11-05",,"76",,"67"
"IN023351400","LUCKNOW AMAUSI, IN","2022-11-06",,"75","89","66"
"IN023351400","LUCKNOW AMAUSI, IN","2022-11-07",,"75","89","64"
"IN023351400","LUCKNOW AMAUSI, IN","2022-11-08",,"76","88","65"
"IN023351400","LUCKNOW AMAUSI, IN","2022-11-09",,"75","89",
"IN023351400","LUCKNOW AMAUSI, IN","2022-11-10",,"74","86",
"IN023351400","LUCKNOW AMAUSI, IN","2022-11-11",,"71","85",
"IN023351400","LUCKNOW AMAUSI, IN","2022-11-12",,"69","85",
"IN023351400","LUCKNOW AMAUSI, IN","2022-11-13",,"68","84",
"IN023351400","LUCKNOW AMAUSI, IN","2022-11-14",,"68","83",
"IN023351400","LUCKNOW AMAUSI, IN","2022-11-15",,"71",,
"IN023351400","LUCKNOW AMAUSI, IN","2022-11-16",,"72","86","60"
"IN023351400","LUCKNOW AMAUSI, IN","2022-11-17",,"67","85",
"IN023351400","LUCKNOW AMAUSI, IN","2022-11-18",,"65","80","55"
"IN023351400","LUCKNOW AMAUSI, IN","2022-11-19",,"65","80","55"
"IN023351400","LUCKNOW AMAUSI, IN","2022-11-20",,"67",,
"IN023351400","LUCKNOW AMAUSI, IN","2022-11-21",,"68","82",
"IN023351400","LUCKNOW AMAUSI, IN","2022-11-22",,"67","82","55"
"IN023351400","LUCKNOW AMAUSI, IN","2022-11-23",,"66","83",
"IN023351400","LUCKNOW AMAUSI, IN","2022-11-24",,"64","80","52"
"IN023351400","LUCKNOW AMAUSI, IN","2022-11-25",,"66","81","53"
"IN023351400","LUCKNOW AMAUSI, IN","2022-11-26",,"65","81","54"
"IN023351400","LUCKNOW AMAUSI, IN","2022-11-27",,"66","81",
"IN023351400","LUCKNOW AMAUSI, IN","2022-11-28",,"67","81","55"
"IN023351400","LUCKNOW AMAUSI, IN","2022-11-29",,"67","82","57"
"IN023351400","LUCKNOW AMAUSI, IN","2022-11-30",,"66","82",
"IN023351400","LUCKNOW AMAUSI, IN","2022-12-01",,"64","79",
"IN023351400","LUCKNOW AMAUSI, IN","2022-12-02",,"64","80","53"
"IN023351400","LUCKNOW AMAUSI, IN","2022-12-03",,"65","80","54"
"IN023351400","LUCKNOW AMAUSI, IN","2022-12-04",,"63","79","54"
"IN023351400","LUCKNOW AMAUSI, IN","2022-12-05",,"63","77","54"
"IN023351400","LUCKNOW AMAUSI, IN","2022-12-06",,"61","78",
"IN023351400","LUCKNOW AMAUSI, IN","2022-12-07",,"62","78","52"
"IN023351400","LUCKNOW AMAUSI, IN","2022-12-08",,"62","77",
"IN023351400","LUCKNOW AMAUSI, IN","2022-12-09",,"65","81",
"IN023351400","LUCKNOW AMAUSI, IN","2022-12-10",,"64","81",
"IN023351400","LUCKNOW AMAUSI, IN","2022-12-11",,"66","82",
"IN023351400","LUCKNOW AMAUSI, IN","2022-12-12",,"67",,"55"
"IN023351400","LUCKNOW AMAUSI, IN","2022-12-13",,"65","83",
"IN023351400","LUCKNOW AMAUSI, IN","2022-12-14",,"62","81","52"
"IN023351400","LUCKNOW AMAUSI, IN","2022-12-15",,"60",,"49"
"IN023351400","LUCKNOW AMAUSI, IN","2022-12-16",,"62","79","49"
"IN023351400","LUCKNOW AMAUSI, IN","2022-12-17",,"60","76","48"
"IN023351400","LUCKNOW AMAUSI, IN","2022-12-18",,"60","75","50"
"IN023351400","LUCKNOW AMAUSI, IN","2022-12-19",,"59","74","49"
"IN023351400","LUCKNOW AMAUSI, IN","2022-12-20",,"56","73",
"IN023351400","LUCKNOW AMAUSI, IN","2022-12-21",,"61",,"46"
"IN023351400","LUCKNOW AMAUSI, IN","2022-12-22",,"62",,"47"
"IN023351400","LUCKNOW AMAUSI, IN","2022-12-23",,"66","79","53"
"IN023351400","LUCKNOW AMAUSI, IN","2022-12-24","0.02","66","79",
"IN023351400","LUCKNOW AMAUSI, IN","2022-12-25","0.00","61","78","50"
"IN023351400","LUCKNOW AMAUSI, IN","2022-12-26",,"56","74",
"IN023351400","LUCKNOW AMAUSI, IN","2022-12-27",,"52","71","44"
"IN023351400","LUCKNOW AMAUSI, IN","2022-12-28",,"56",,
"IN023351400","LUCKNOW AMAUSI, IN","2022-12-29",,"56","72",
"IN023351400","LUCKNOW AMAUSI, IN","2022-12-30",,"58",,"47"
"IN023351400","LUCKNOW AMAUSI, IN","2022-12-31",,"55","71",
"IN023351400","LUCKNOW AMAUSI, IN","2023-01-01",,"56",,
"IN023351400","LUCKNOW AMAUSI, IN","2023-01-02",,"52","64",
"IN023351400","LUCKNOW AMAUSI, IN","2023-01-03",,"48","63","44"
"IN023351400","LUCKNOW AMAUSI, IN","2023-01-04",,"49",,
"IN023351400","LUCKNOW AMAUSI, IN","2023-01-05",,"48",,"43"
"IN023351400","LUCKNOW AMAUSI, IN","2023-01-06",,"47","60",
"IN023351400","LUCKNOW AMAUSI, IN","2023-01-07",,"46",,
"IN023351400","LUCKNOW AMAUSI, IN","2023-01-08",,"47","56","39"
"IN023351400","LUCKNOW AMAUSI, IN","2023-01-09",,"47",,"40"
"IN023351400","LUCKNOW AMAUSI, IN","2023-01-10",,"48","58","44"
"IN023351400","LUCKNOW AMAUSI, IN","2023-01-11",,"50",,"44"
"IN023351400","LUCKNOW AMAUSI, IN","2023-01-12",,"55",,"44"
"IN023351400","LUCKNOW AMAUSI, IN","2023-01-13",,"60",,"50"
"IN023351400","LUCKNOW AMAUSI, IN","2023-01-14",,"59","72","49"
"IN023351400","LUCKNOW AMAUSI, IN","2023-01-15",,"54","72",
"IN023351400","LUCKNOW AMAUSI, IN","2023-01-16",,"52","65","41"
"IN023351400","LUCKNOW AMAUSI, IN","2023-01-17",,"53","67","42"
"IN023351400","LUCKNOW AMAUSI, IN","2023-01-18",,"54",,"42"
"IN023351400","LUCKNOW AMAUSI, IN","2023-01-19",,"56",,"44"
"IN023351400","LUCKNOW AMAUSI, IN","2023-01-20",,"60",,"44"
"IN023351400","LUCKNOW AMAUSI, IN","2023-01-21",,"62",,"51"
"IN023351400","LUCKNOW AMAUSI, IN","2023-01-22",,"62","76",
"IN023351400","LUCKNOW AMAUSI, IN","2023-01-23",,"66","76",
