"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"IN023351400","LUCKNOW AMAUSI, IN","2021-02-17",,"67",,"53"
"IN023351400","LUCKNOW AMAUSI, IN","2021-02-18",,"68",,"56"
"IN023351400","LUCKNOW AMAUSI, IN","2021-02-19",,"70","86","53"
"IN023351400","LUCKNOW AMAUSI, IN","2021-02-21",,"64",,
"IN023351400","LUCKNOW AMAUSI, IN","2021-02-22",,"69",,
"IN023351400","LUCKNOW AMAUSI, IN","2021-02-23",,"71",,"58"
"IN023351400","LUCKNOW AMAUSI, IN","2021-02-24",,"74",,"58"
"IN023351400","LUCKNOW AMAUSI, IN","2021-02-25",,"75",,
"IN023351400","LUCKNOW AMAUSI, IN","2021-02-26",,"75","92",
"IN023351400","LUCKNOW AMAUSI, IN","2021-02-27",,"77",,
"IN023351400","LUCKNOW AMAUSI, IN","2021-02-28",,"77","92",
"IN023351400","LUCKNOW AMAUSI, IN","2021-03-01",,"74","93",
"IN023351400","LUCKNOW AMAUSI, IN","2021-03-02",,"69","89","57"
"IN023351400","LUCKNOW AMAUSI, IN","2021-03-03",,"71",,"57"
"IN023351400","LUCKNOW AMAUSI, IN","2021-03-04",,"73",,"57"
"IN023351400","LUCKNOW AMAUSI, IN","2021-03-05",,"74","91",
"IN023351400","LUCKNOW AMAUSI, IN","2021-03-06",,"72","90","60"
"IN023351400","LUCKNOW AMAUSI, IN","2021-03-07",,"77",,
"IN023351400","LUCKNOW AMAUSI, IN","2021-03-08",,"78","92","65"
"IN023351400","LUCKNOW AMAUSI, IN","2021-03-09",,"78",,
"IN023351400","LUCKNOW AMAUSI, IN","2021-03-10",,"81",,"66"
"IN023351400","LUCKNOW AMAUSI, IN","2021-03-11",,"79","95",
"IN023351400","LUCKNOW AMAUSI, IN","2021-03-12",,"75","95",
"IN023351400","LUCKNOW AMAUSI, IN","2021-03-13","0.00","74","91","64"
"IN023351400","LUCKNOW AMAUSI, IN","2021-03-14",,"75",,"64"
"IN023351400","LUCKNOW AMAUSI, IN","2021-03-15",,"77",,
"IN023351400","LUCKNOW AMAUSI, IN","2021-03-16",,"78",,"66"
"IN023351400","LUCKNOW AMAUSI, IN","2021-03-17",,"78","93","64"
"IN023351400","LUCKNOW AMAUSI, IN","2021-03-18",,"80",,"66"
"IN023351400","LUCKNOW AMAUSI, IN","2021-03-19",,"79","95",
"IN023351400","LUCKNOW AMAUSI, IN","2021-03-20",,"80",,
"IN023351400","LUCKNOW AMAUSI, IN","2021-03-21",,"80",,"64"
"IN023351400","LUCKNOW AMAUSI, IN","2021-03-22",,"84",,"65"
"IN023351400","LUCKNOW AMAUSI, IN","2021-03-23",,"82","100",
"IN023351400","LUCKNOW AMAUSI, IN","2021-03-24","0.02","81","96",
"IN023351400","LUCKNOW AMAUSI, IN","2021-03-25","0.00","78","94",
"IN023351400","LUCKNOW AMAUSI, IN","2021-03-26",,"76","92","62"
"IN023351400","LUCKNOW AMAUSI, IN","2021-03-27",,"79",,"62"
"IN023351400","LUCKNOW AMAUSI, IN","2021-03-28",,"82",,"64"
"IN023351400","LUCKNOW AMAUSI, IN","2021-03-29",,"85",,"69"
"IN023351400","LUCKNOW AMAUSI, IN","2021-03-30",,"87",,
"IN023351400","LUCKNOW AMAUSI, IN","2021-03-31",,"84","105",
"IN023351400","LUCKNOW AMAUSI, IN","2021-04-01",,"80","100","61"
"IN023351400","LUCKNOW AMAUSI, IN","2021-04-02",,"83",,"62"
"IN023351400","LUCKNOW AMAUSI, IN","2021-04-03",,"82",,"64"
"IN023351400","LUCKNOW AMAUSI, IN","2021-04-04",,"83","99","62"
"IN023351400","LUCKNOW AMAUSI, IN","2021-04-05",,"86",,"64"
"IN023351400","LUCKNOW AMAUSI, IN","2021-04-06",,"88",,"71"
"IN023351400","LUCKNOW AMAUSI, IN","2021-04-07",,"87","105",
"IN023351400","LUCKNOW AMAUSI, IN","2021-04-08",,"88","103","73"
"IN023351400","LUCKNOW AMAUSI, IN","2021-04-09",,"85","102","72"
"IN023351400","LUCKNOW AMAUSI, IN","2021-04-10",,"84",,
"IN023351400","LUCKNOW AMAUSI, IN","2021-04-11",,"86",,"67"
"IN023351400","LUCKNOW AMAUSI, IN","2021-04-12",,"87","103","71"
"IN023351400","LUCKNOW AMAUSI, IN","2021-04-13",,"89",,
"IN023351400","LUCKNOW AMAUSI, IN","2021-04-14",,"90",,"73"
"IN023351400","LUCKNOW AMAUSI, IN","2021-04-15",,"89","107",
"IN023351400","LUCKNOW AMAUSI, IN","2021-04-16",,"90",,"73"
"IN023351400","LUCKNOW AMAUSI, IN","2021-04-17","0.00","86","106",
"IN023351400","LUCKNOW AMAUSI, IN","2021-04-18","0.00","87","101",
"IN023351400","LUCKNOW AMAUSI, IN","2021-04-19","0.00","87",,"71"
"IN023351400","LUCKNOW AMAUSI, IN","2021-04-20",,"90",,"71"
"IN023351400","LUCKNOW AMAUSI, IN","2021-04-21","0.00","82","105",
"IN023351400","LUCKNOW AMAUSI, IN","2021-04-22","1.02","79","96","62"
"IN023351400","LUCKNOW AMAUSI, IN","2021-04-23","0.00","86",,"67"
"IN023351400","LUCKNOW AMAUSI, IN","2021-04-24",,"85","100",
"IN023351400","LUCKNOW AMAUSI, IN","2021-04-25",,"82","100",
"IN023351400","LUCKNOW AMAUSI, IN","2021-04-26",,"85",,"69"
"IN023351400","LUCKNOW AMAUSI, IN","2021-04-27",,"89",,"69"
"IN023351400","LUCKNOW AMAUSI, IN","2021-04-28",,"92",,"74"
"IN023351400","LUCKNOW AMAUSI, IN","2021-04-29",,"88","107","77"
"IN023351400","LUCKNOW AMAUSI, IN","2021-04-30",,"88","100","76"
"IN023351400","LUCKNOW AMAUSI, IN","2021-05-01",,"91",,"77"
"IN023351400","LUCKNOW AMAUSI, IN","2021-05-02",,"87","103","80"
"IN023351400","LUCKNOW AMAUSI, IN","2021-05-03","0.04","82","96",
"IN023351400","LUCKNOW AMAUSI, IN","2021-05-04","0.00","89",,"72"
"IN023351400","LUCKNOW AMAUSI, IN","2021-05-05","0.00","85","102","75"
"IN023351400","LUCKNOW AMAUSI, IN","2021-05-06",,"87","96","76"
"IN023351400","LUCKNOW AMAUSI, IN","2021-05-07",,"83","98",
"IN023351400","LUCKNOW AMAUSI, IN","2021-05-08","0.00","88",,
"IN023351400","LUCKNOW AMAUSI, IN","2021-05-09",,"89",,
"IN023351400","LUCKNOW AMAUSI, IN","2021-05-10",,"86","102","74"
"IN023351400","LUCKNOW AMAUSI, IN","2021-05-11",,"89",,"78"
"IN023351400","LUCKNOW AMAUSI, IN","2021-05-12",,"82","100",
"IN023351400","LUCKNOW AMAUSI, IN","2021-05-13",,"76","99","69"
"IN023351400","LUCKNOW AMAUSI, IN","2021-05-14",,"85",,"71"
"IN023351400","LUCKNOW AMAUSI, IN","2021-05-15","0.00","88",,"76"
"IN023351400","LUCKNOW AMAUSI, IN","2021-05-16",,"93",,"78"
"IN023351400","LUCKNOW AMAUSI, IN","2021-05-17",,"87","104",
"IN023351400","LUCKNOW AMAUSI, IN","2021-05-18","0.00","81","92","78"
"IN023351400","LUCKNOW AMAUSI, IN","2021-05-19","0.51","76","87","73"
"IN023351400","LUCKNOW AMAUSI, IN","2021-05-20","0.39","79",,
"IN023351400","LUCKNOW AMAUSI, IN","2021-05-21","0.35","82",,
"IN023351400","LUCKNOW AMAUSI, IN","2021-05-22","0.00","87",,
"IN023351400","LUCKNOW AMAUSI, IN","2021-05-23",,"90",,"77"
"IN023351400","LUCKNOW AMAUSI, IN","2021-05-24",,"87","99",
"IN023351400","LUCKNOW AMAUSI, IN","2021-05-25",,"89",,"75"
"IN023351400","LUCKNOW AMAUSI, IN","2021-05-26",,"89","101",
"IN023351400","LUCKNOW AMAUSI, IN","2021-05-27",,"83","99",
"IN023351400","LUCKNOW AMAUSI, IN","2021-05-28","0.55","77","94",
"IN023351400","LUCKNOW AMAUSI, IN","2021-05-29","0.04","77",,"72"
"IN023351400","LUCKNOW AMAUSI, IN","2021-05-30","0.00","85",,
"IN023351400","LUCKNOW AMAUSI, IN","2021-05-31",,"90",,
"IN023351400","LUCKNOW AMAUSI, IN","2021-06-01",,"84","100",
"IN023351400","LUCKNOW AMAUSI, IN","2021-06-02",,"88","99",
"IN023351400","LUCKNOW AMAUSI, IN","2021-06-03",,"86",,
"IN023351400","LUCKNOW AMAUSI, IN","2021-06-04",,"88",,"77"
"IN023351400","LUCKNOW AMAUSI, IN","2021-06-05",,"90","103","80"
"IN023351400","LUCKNOW AMAUSI, IN","2021-06-06",,"93",,"82"
"IN023351400","LUCKNOW AMAUSI, IN","2021-06-07",,"94","104","83"
"IN023351400","LUCKNOW AMAUSI, IN","2021-06-08","0.00","92","105","82"
"IN023351400","LUCKNOW AMAUSI, IN","2021-06-09","0.12","87","103",
"IN023351400","LUCKNOW AMAUSI, IN","2021-06-10","0.31","79","96",
"IN023351400","LUCKNOW AMAUSI, IN","2021-06-11","1.38","87",,"78"
"IN023351400","LUCKNOW AMAUSI, IN","2021-06-12","0.00","85","96","79"
"IN023351400","LUCKNOW AMAUSI, IN","2021-06-13",,"80",,
"IN023351400","LUCKNOW AMAUSI, IN","2021-06-14","0.83","78","86","76"
"IN023351400","LUCKNOW AMAUSI, IN","2021-06-15","0.35","83",,"78"
"IN023351400","LUCKNOW AMAUSI, IN","2021-06-16","0.00","86",,
"IN023351400","LUCKNOW AMAUSI, IN","2021-06-17","0.02","82","96",
"IN023351400","LUCKNOW AMAUSI, IN","2021-06-18","0.28","79","91",
"IN023351400","LUCKNOW AMAUSI, IN","2021-06-19","1.57","80","83","77"
"IN023351400","LUCKNOW AMAUSI, IN","2021-06-20","0.01","82",,"77"
"IN023351400","LUCKNOW AMAUSI, IN","2021-06-21","0.00","86",,"78"
"IN023351400","LUCKNOW AMAUSI, IN","2021-06-22",,"89",,"81"
"IN023351400","LUCKNOW AMAUSI, IN","2021-06-23",,"86","98",
"IN023351400","LUCKNOW AMAUSI, IN","2021-06-24",,"82","96",
"IN023351400","LUCKNOW AMAUSI, IN","2021-06-25",,"84","92","79"
"IN023351400","LUCKNOW AMAUSI, IN","2021-06-26",,"85",,
"IN023351400","LUCKNOW AMAUSI, IN","2021-06-27",,"87","98","80"
"IN023351400","LUCKNOW AMAUSI, IN","2021-06-28","0.00","88","95",
"IN023351400","LUCKNOW AMAUSI, IN","2021-06-29","0.20","92",,"84"
"IN023351400","LUCKNOW AMAUSI, IN","2021-06-30","0.00","93",,"85"
"IN023351400","LUCKNOW AMAUSI, IN","2021-07-01",,"93","103",
"IN023351400","LUCKNOW AMAUSI, IN","2021-07-02",,"90","104",
"IN023351400","LUCKNOW AMAUSI, IN","2021-07-03","0.00","88","101",
"IN023351400","LUCKNOW AMAUSI, IN","2021-07-04","0.00","88",,
"IN023351400","LUCKNOW AMAUSI, IN","2021-07-05","0.00","89",,"81"
"IN023351400","LUCKNOW AMAUSI, IN","2021-07-06",,"90","102",
"IN023351400","LUCKNOW AMAUSI, IN","2021-07-07",,"92","102",
"IN023351400","LUCKNOW AMAUSI, IN","2021-07-08",,"86","102",
"IN023351400","LUCKNOW AMAUSI, IN","2021-07-09",,"86",,"79"
"IN023351400","LUCKNOW AMAUSI, IN","2021-07-10","0.00","88","97","82"
"IN023351400","LUCKNOW AMAUSI, IN","2021-07-11",,"86","99",
"IN023351400","LUCKNOW AMAUSI, IN","2021-07-12","0.00","87",,"81"
"IN023351400","LUCKNOW AMAUSI, IN","2021-07-13","0.43","90",,"81"
"IN023351400","LUCKNOW AMAUSI, IN","2021-07-14","0.00","90","100",
"IN023351400","LUCKNOW AMAUSI, IN","2021-07-15",,"90",,"84"
"IN023351400","LUCKNOW AMAUSI, IN","2021-07-16",,"90",,
"IN023351400","LUCKNOW AMAUSI, IN","2021-07-17",,"84","101",
"IN023351400","LUCKNOW AMAUSI, IN","2021-07-18",,"82","89",
"IN023351400","LUCKNOW AMAUSI, IN","2021-07-19","0.08","82",,
"IN023351400","LUCKNOW AMAUSI, IN","2021-07-20","0.63","82",,
"IN023351400","LUCKNOW AMAUSI, IN","2021-07-21","0.28","83","92",
"IN023351400","LUCKNOW AMAUSI, IN","2021-07-22","0.55","84",,
"IN023351400","LUCKNOW AMAUSI, IN","2021-07-23","0.12","88",,
"IN023351400","LUCKNOW AMAUSI, IN","2021-07-24","0.59","89","97","80"
"IN023351400","LUCKNOW AMAUSI, IN","2021-07-25","0.00","89",,"84"
"IN023351400","LUCKNOW AMAUSI, IN","2021-07-26",,"88","98",
"IN023351400","LUCKNOW AMAUSI, IN","2021-07-27","0.16","82","96",
"IN023351400","LUCKNOW AMAUSI, IN","2021-07-28","4.57","81","92","77"
"IN023351400","LUCKNOW AMAUSI, IN","2021-07-29","0.01","84",,
"IN023351400","LUCKNOW AMAUSI, IN","2021-07-30","0.00","84","91",
"IN023351400","LUCKNOW AMAUSI, IN","2021-07-31","0.00","83",,
"IN023351400","LUCKNOW AMAUSI, IN","2021-08-01","1.38","82","93","78"
"IN023351400","LUCKNOW AMAUSI, IN","2021-08-02","0.12","83",,
"IN023351400","LUCKNOW AMAUSI, IN","2021-08-03","0.00","84","90",
"IN023351400","LUCKNOW AMAUSI, IN","2021-08-04","0.00","84","91",
"IN023351400","LUCKNOW AMAUSI, IN","2021-08-05","0.02","87",,
"IN023351400","LUCKNOW AMAUSI, IN","2021-08-06","0.00","85","96",
"IN023351400","LUCKNOW AMAUSI, IN","2021-08-07","0.03","87","94",
"IN023351400","LUCKNOW AMAUSI, IN","2021-08-08","0.00","85",,
"IN023351400","LUCKNOW AMAUSI, IN","2021-08-09","0.12","82","94",
"IN023351400","LUCKNOW AMAUSI, IN","2021-08-10","0.83","82",,
"IN023351400","LUCKNOW AMAUSI, IN","2021-08-11","1.46","84",,"76"
"IN023351400","LUCKNOW AMAUSI, IN","2021-08-12","0.04","84",,
"IN023351400","LUCKNOW AMAUSI, IN","2021-08-13","0.01","86",,"79"
"IN023351400","LUCKNOW AMAUSI, IN","2021-08-14","0.00","87","94",
"IN023351400","LUCKNOW AMAUSI, IN","2021-08-15",,"87",,
"IN023351400","LUCKNOW AMAUSI, IN","2021-08-16",,"88","98",
"IN023351400","LUCKNOW AMAUSI, IN","2021-08-17",,"87","98",
"IN023351400","LUCKNOW AMAUSI, IN","2021-08-18",,"86","96",
"IN023351400","LUCKNOW AMAUSI, IN","2021-08-19",,"84","97",
"IN023351400","LUCKNOW AMAUSI, IN","2021-08-20",,"82","92",
"IN023351400","LUCKNOW AMAUSI, IN","2021-08-21",,"83","91","77"
"IN023351400","LUCKNOW AMAUSI, IN","2021-08-22","0.00","87",,"80"
"IN023351400","LUCKNOW AMAUSI, IN","2021-08-23","0.02","84","96",
"IN023351400","LUCKNOW AMAUSI, IN","2021-08-24","0.20","83","94","78"
"IN023351400","LUCKNOW AMAUSI, IN","2021-08-25","0.12","86",,"78"
"IN023351400","LUCKNOW AMAUSI, IN","2021-08-26","0.00","86","94",
"IN023351400","LUCKNOW AMAUSI, IN","2021-08-27",,"85","92",
"IN023351400","LUCKNOW AMAUSI, IN","2021-08-28",,"83",,
"IN023351400","LUCKNOW AMAUSI, IN","2021-08-29",,"81","93",
"IN023351400","LUCKNOW AMAUSI, IN","2021-08-30",,"81",,
"IN023351400","LUCKNOW AMAUSI, IN","2021-08-31",,"85",,"76"
"IN023351400","LUCKNOW AMAUSI, IN","2021-09-01",,"87",,"80"
"IN023351400","LUCKNOW AMAUSI, IN","2021-09-02",,"89",,
"IN023351400","LUCKNOW AMAUSI, IN","2021-09-03",,"82","98",
"IN023351400","LUCKNOW AMAUSI, IN","2021-09-04","1.50","83","94",
"IN023351400","LUCKNOW AMAUSI, IN","2021-09-05","0.00","87",,
"IN023351400","LUCKNOW AMAUSI, IN","2021-09-06","0.00","86","96","82"
"IN023351400","LUCKNOW AMAUSI, IN","2021-09-07","0.02","85","94",
"IN023351400","LUCKNOW AMAUSI, IN","2021-09-08","0.12","84","94","80"
"IN023351400","LUCKNOW AMAUSI, IN","2021-09-09","0.02","84",,
"IN023351400","LUCKNOW AMAUSI, IN","2021-09-10","0.08","84","94","78"
"IN023351400","LUCKNOW AMAUSI, IN","2021-09-11","0.43","84","93",
"IN023351400","LUCKNOW AMAUSI, IN","2021-09-12","0.28","87",,
"IN023351400","LUCKNOW AMAUSI, IN","2021-09-13","0.00","87",,"82"
"IN023351400","LUCKNOW AMAUSI, IN","2021-09-14",,"86","97",
"IN023351400","LUCKNOW AMAUSI, IN","2021-09-15",,"79","94",
"IN023351400","LUCKNOW AMAUSI, IN","2021-09-16","4.21","76","85","75"
"IN023351400","LUCKNOW AMAUSI, IN","2021-09-17","5.04","80",,
"IN023351400","LUCKNOW AMAUSI, IN","2021-09-18","0.01","85",,"78"
"IN023351400","LUCKNOW AMAUSI, IN","2021-09-19","0.00","87",,
"IN023351400","LUCKNOW AMAUSI, IN","2021-09-20",,"88",,
"IN023351400","LUCKNOW AMAUSI, IN","2021-09-21",,"85","96","80"
"IN023351400","LUCKNOW AMAUSI, IN","2021-09-22",,"83","95",
"IN023351400","LUCKNOW AMAUSI, IN","2021-09-23",,"83","95",
"IN023351400","LUCKNOW AMAUSI, IN","2021-09-24","0.35","80","92",
"IN023351400","LUCKNOW AMAUSI, IN","2021-09-25","0.67","79",,
"IN023351400","LUCKNOW AMAUSI, IN","2021-09-26","0.00","85",,"77"
"IN023351400","LUCKNOW AMAUSI, IN","2021-09-27",,"85",,
"IN023351400","LUCKNOW AMAUSI, IN","2021-09-28",,"85","97",
"IN023351400","LUCKNOW AMAUSI, IN","2021-09-29",,"84","95",
"IN023351400","LUCKNOW AMAUSI, IN","2021-09-30",,"85","93",
"IN023351400","LUCKNOW AMAUSI, IN","2021-10-01",,"80","94",
"IN023351400","LUCKNOW AMAUSI, IN","2021-10-02",,"80",,
"IN023351400","LUCKNOW AMAUSI, IN","2021-10-03",,"82",,
"IN023351400","LUCKNOW AMAUSI, IN","2021-10-04",,"84",,"75"
"IN023351400","LUCKNOW AMAUSI, IN","2021-10-05",,"85",,
"IN023351400","LUCKNOW AMAUSI, IN","2021-10-06",,"84","94",
"IN023351400","LUCKNOW AMAUSI, IN","2021-10-07",,"84",,
"IN023351400","LUCKNOW AMAUSI, IN","2021-10-08",,"83","94",
"IN023351400","LUCKNOW AMAUSI, IN","2021-10-09",,"84",,
"IN023351400","LUCKNOW AMAUSI, IN","2021-10-10",,"84",,
"IN023351400","LUCKNOW AMAUSI, IN","2021-10-11",,"84","96",
"IN023351400","LUCKNOW AMAUSI, IN","2021-10-12",,"84",,
"IN023351400","LUCKNOW AMAUSI, IN","2021-10-13",,"85",,
"IN023351400","LUCKNOW AMAUSI, IN","2021-10-14",,"81","95",
"IN023351400","LUCKNOW AMAUSI, IN","2021-10-15",,"82",,"70"
"IN023351400","LUCKNOW AMAUSI, IN","2021-10-16",,"85","96",
"IN023351400","LUCKNOW AMAUSI, IN","2021-10-17",,"82","96",
"IN023351400","LUCKNOW AMAUSI, IN","2021-10-18",,"81","95","76"
"IN023351400","LUCKNOW AMAUSI, IN","2021-10-19","0.35","77","90",
"IN023351400","LUCKNOW AMAUSI, IN","2021-10-20","0.67","78",,
"IN023351400","LUCKNOW AMAUSI, IN","2021-10-21","0.00","77",,
"IN023351400","LUCKNOW AMAUSI, IN","2021-10-22",,"77","89","67"
"IN023351400","LUCKNOW AMAUSI, IN","2021-10-23",,"78",,"67"
"IN023351400","LUCKNOW AMAUSI, IN","2021-10-24",,"79","91","69"
"IN023351400","LUCKNOW AMAUSI, IN","2021-10-25",,"78","91","68"
"IN023351400","LUCKNOW AMAUSI, IN","2021-10-26",,"76",,
"IN023351400","LUCKNOW AMAUSI, IN","2021-10-27",,"72","87",
"IN023351400","LUCKNOW AMAUSI, IN","2021-10-28",,"72","85","62"
"IN023351400","LUCKNOW AMAUSI, IN","2021-10-29",,"73",,"60"
"IN023351400","LUCKNOW AMAUSI, IN","2021-10-30",,"72","88","62"
"IN023351400","LUCKNOW AMAUSI, IN","2021-10-31",,"72","87",
"IN023351400","LUCKNOW AMAUSI, IN","2021-11-01",,"72","85","60"
"IN023351400","LUCKNOW AMAUSI, IN","2021-11-02",,"72","85","61"
"IN023351400","LUCKNOW AMAUSI, IN","2021-11-03",,"71","86","61"
"IN023351400","LUCKNOW AMAUSI, IN","2021-11-04",,"72","85","61"
"IN023351400","LUCKNOW AMAUSI, IN","2021-11-05",,"72","85",
"IN023351400","LUCKNOW AMAUSI, IN","2021-11-06",,"70","85","59"
"IN023351400","LUCKNOW AMAUSI, IN","2021-11-07",,"67","83","59"
"IN023351400","LUCKNOW AMAUSI, IN","2021-11-08",,"70",,"58"
"IN023351400","LUCKNOW AMAUSI, IN","2021-11-09",,"70","84","58"
"IN023351400","LUCKNOW AMAUSI, IN","2021-11-10",,"71","85","58"
"IN023351400","LUCKNOW AMAUSI, IN","2021-11-11",,"71","86",
"IN023351400","LUCKNOW AMAUSI, IN","2021-11-12",,"70","88","58"
"IN023351400","LUCKNOW AMAUSI, IN","2021-11-13",,"69","85","58"
"IN023351400","LUCKNOW AMAUSI, IN","2021-11-14",,"69","83","58"
"IN023351400","LUCKNOW AMAUSI, IN","2021-11-15",,"69","83",
"IN023351400","LUCKNOW AMAUSI, IN","2021-11-16",,"67","83","56"
"IN023351400","LUCKNOW AMAUSI, IN","2021-11-17",,"67","82","54"
"IN023351400","LUCKNOW AMAUSI, IN","2021-11-18",,"68","82",
"IN023351400","LUCKNOW AMAUSI, IN","2021-11-19",,"69","78","63"
"IN023351400","LUCKNOW AMAUSI, IN","2021-11-20","0.00","68",,
"IN023351400","LUCKNOW AMAUSI, IN","2021-11-21","0.00","69",,"61"
"IN023351400","LUCKNOW AMAUSI, IN","2021-11-22","0.00","67","84",
"IN023351400","LUCKNOW AMAUSI, IN","2021-11-23",,"65","82","51"
"IN023351400","LUCKNOW AMAUSI, IN","2021-11-24",,"66","82","52"
"IN023351400","LUCKNOW AMAUSI, IN","2021-11-25",,"65","82","53"
"IN023351400","LUCKNOW AMAUSI, IN","2021-11-26",,"65","81","53"
"IN023351400","LUCKNOW AMAUSI, IN","2021-11-27",,"66","81","55"
"IN023351400","LUCKNOW AMAUSI, IN","2021-11-28",,"67",,"54"
"IN023351400","LUCKNOW AMAUSI, IN","2021-11-29",,"66","82","56"
"IN023351400","LUCKNOW AMAUSI, IN","2021-11-30",,"66","81","55"
"IN023351400","LUCKNOW AMAUSI, IN","2021-12-01",,"68","81","57"
"IN023351400","LUCKNOW AMAUSI, IN","2021-12-02",,"70",,
"IN023351400","LUCKNOW AMAUSI, IN","2021-12-03",,"66","78",
"IN023351400","LUCKNOW AMAUSI, IN","2021-12-04",,"68",,"54"
"IN023351400","LUCKNOW AMAUSI, IN","2021-12-05",,"71","83","58"
"IN023351400","LUCKNOW AMAUSI, IN","2021-12-06",,"69","82",
"IN023351400","LUCKNOW AMAUSI, IN","2021-12-07",,"66",,
"IN023351400","LUCKNOW AMAUSI, IN","2021-12-08",,"63","81",
"IN023351400","LUCKNOW AMAUSI, IN","2021-12-09",,"64","81","51"
"IN023351400","LUCKNOW AMAUSI, IN","2021-12-10",,"61","78","49"
"IN023351400","LUCKNOW AMAUSI, IN","2021-12-11",,"61",,
"IN023351400","LUCKNOW AMAUSI, IN","2021-12-12",,"59",,"47"
"IN023351400","LUCKNOW AMAUSI, IN","2021-12-13",,"60","76","48"
"IN023351400","LUCKNOW AMAUSI, IN","2021-12-14",,"60","76","48"
"IN023351400","LUCKNOW AMAUSI, IN","2021-12-15",,"62",,"53"
"IN023351400","LUCKNOW AMAUSI, IN","2021-12-16",,"65","78","53"
"IN023351400","LUCKNOW AMAUSI, IN","2021-12-17",,"62","76",
"IN023351400","LUCKNOW AMAUSI, IN","2021-12-18",,"54","74","45"
"IN023351400","LUCKNOW AMAUSI, IN","2021-12-19",,"54","68","42"
"IN023351400","LUCKNOW AMAUSI, IN","2021-12-20",,"53","68","42"
"IN023351400","LUCKNOW AMAUSI, IN","2021-12-21",,"56",,"42"
"IN023351400","LUCKNOW AMAUSI, IN","2021-12-22",,"58",,"44"
"IN023351400","LUCKNOW AMAUSI, IN","2021-12-23",,"58","76","45"
"IN023351400","LUCKNOW AMAUSI, IN","2021-12-24",,"60",,"48"
"IN023351400","LUCKNOW AMAUSI, IN","2021-12-25",,"61","76","49"
"IN023351400","LUCKNOW AMAUSI, IN","2021-12-26",,"61","77","51"
"IN023351400","LUCKNOW AMAUSI, IN","2021-12-27",,"62","73","53"
"IN023351400","LUCKNOW AMAUSI, IN","2021-12-28",,"62","73","54"
"IN023351400","LUCKNOW AMAUSI, IN","2021-12-29","0.39","57","65",
"IN023351400","LUCKNOW AMAUSI, IN","2021-12-30","0.02","58",,"47"
"IN023351400","LUCKNOW AMAUSI, IN","2021-12-31","0.00","57",,"54"
"IN023351400","LUCKNOW AMAUSI, IN","2022-01-01",,"57","71",
"IN023351400","LUCKNOW AMAUSI, IN","2022-01-02",,"56","71","45"
"IN023351400","LUCKNOW AMAUSI, IN","2022-01-03",,"56",,"45"
"IN023351400","LUCKNOW AMAUSI, IN","2022-01-04",,"59",,
"IN023351400","LUCKNOW AMAUSI, IN","2022-01-05",,"57","75","53"
"IN023351400","LUCKNOW AMAUSI, IN","2022-01-06","0.04","58","65","55"
"IN023351400","LUCKNOW AMAUSI, IN","2022-01-07","0.51","61",,"56"
"IN023351400","LUCKNOW AMAUSI, IN","2022-01-08","0.08","62",,"59"
"IN023351400","LUCKNOW AMAUSI, IN","2022-01-09","0.16","61","68","56"
"IN023351400","LUCKNOW AMAUSI, IN","2022-01-10","0.03","64",,"56"
"IN023351400","LUCKNOW AMAUSI, IN","2022-01-11","0.00","60","72",
"IN023351400","LUCKNOW AMAUSI, IN","2022-01-12",,"59","71",
"IN023351400","LUCKNOW AMAUSI, IN","2022-01-13",,"55","70","45"
"IN023351400","LUCKNOW AMAUSI, IN","2022-01-14",,"55","69","46"
"IN023351400","LUCKNOW AMAUSI, IN","2022-01-15",,"50","68",
"IN023351400","LUCKNOW AMAUSI, IN","2022-01-16",,"49","60","43"
"IN023351400","LUCKNOW AMAUSI, IN","2022-01-17",,"49","60",
"IN023351400","LUCKNOW AMAUSI, IN","2022-01-18",,"48","60","40"
"IN023351400","LUCKNOW AMAUSI, IN","2022-01-19",,"49",,
"IN023351400","LUCKNOW AMAUSI, IN","2022-01-20",,"53",,"42"
"IN023351400","LUCKNOW AMAUSI, IN","2022-01-21",,"57",,"49"
"IN023351400","LUCKNOW AMAUSI, IN","2022-01-22","0.02","54","71","49"
"IN023351400","LUCKNOW AMAUSI, IN","2022-01-23","0.16","58",,"52"
"IN023351400","LUCKNOW AMAUSI, IN","2022-01-24","0.00","58","63",
"IN023351400","LUCKNOW AMAUSI, IN","2022-01-25",,"55",,"48"
"IN023351400","LUCKNOW AMAUSI, IN","2022-01-26",,"50","67",
"IN023351400","LUCKNOW AMAUSI, IN","2022-01-27",,"52",,"42"
"IN023351400","LUCKNOW AMAUSI, IN","2022-01-28",,"55",,"44"
"IN023351400","LUCKNOW AMAUSI, IN","2022-01-29",,"57",,"44"
"IN023351400","LUCKNOW AMAUSI, IN","2022-01-30",,"60",,
"IN023351400","LUCKNOW AMAUSI, IN","2022-01-31",,"56","76",
"IN023351400","LUCKNOW AMAUSI, IN","2022-02-01",,"58",,
"IN023351400","LUCKNOW AMAUSI, IN","2022-02-02",,"57","74","51"
"IN023351400","LUCKNOW AMAUSI, IN","2022-02-03",,"60",,"51"
"IN023351400","LUCKNOW AMAUSI, IN","2022-02-04",,"57","72",
"IN023351400","LUCKNOW AMAUSI, IN","2022-02-05",,"53","65",
